index,wave,country,imp_family,imp_religion,happiness,satisfaction_life,univ_imp_boy_girl,housewife_fulfill_work,marital,num_children,satisfaction_finance,confidence_women_org,respect_human,religious_denom,religious_person,justify_gay,justify_abortion,justify_divorce,employment_status,chief_wage,sex,year_birth,age,edu,edu_age_complete,ethnic,survey_year
79008,2005-2007,United States,Very important,Rather important,Quite happy,5,Disagree,Disagree,Married,Not asked,5,Not very much,Not much respect,Protestant,A religious person,Never justifiable,6,6,Other,No,Female,1962,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
79009,2005-2007,United States,Very important,Rather important,Quite happy,7,Disagree,Disagree,Divorced,Not asked,8,Quite a lot,Some respect,Other,A religious person,4,4,7,Retired/ pensioned,Yes,Male,1936,,"Complete secondary school: technical/, vocational type",19,White / Caucasian White,2006
79010,2005-2007,United States,Very important,Not very important,Very happy,6,Disagree,Agree strongly,Divorced,Not asked,7,Quite a lot,Some respect,Roman Catholic,A religious person,Never justifiable,5,Always justifiable,"Full time employee (30 hours a week or, more)",Yes,Male,1950,,"Complete secondary school:, university-preparatory type",20,White / Caucasian White,2006
79011,2005-2007,United States,Very important,Not very important,Very happy,9,Strongly disagree,Agree strongly,Married,Not asked,7,Not very much,Some respect,Jew,Not a religious person,Always justifiable,Always justifiable,Always justifiable,Retired/ pensioned,No,Female,1929,,Complete primary school,21,White / Caucasian White,2006
79012,2005-2007,United States,Very important,Rather important,Quite happy,7,Strongly disagree,Disagree,Married,Not asked,5,Not very much,Not respect at all,Protestant,A religious person,5,7,8,Retired/ pensioned,No,Female,1935,,"Incomplete secondary school:, university-preparatory type",19,White / Caucasian White,2006
79013,2005-2007,United States,Very important,Very important,Quite happy,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,Married,Not asked,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,Missing; Not asked by the interviewer,"Full time employee (30 hours a week or, more)",No answer,Female,1970,,Complete primary school,Missing; Not asked by the interviewer,Spanish; Hispanic,2006
79014,2005-2007,United States,Very important,Very important,Quite happy,9,Agree,Agree strongly,Married,Not asked,5,None at all,"A lot of respect for individual human, rights",Other,A religious person,Never justifiable,Never justifiable,5,"Full time employee (30 hours a week or, more)",Yes,Male,1957,,"Some university-level education, without, degree",33,White / Caucasian White,2006
79015,2005-2007,United States,Very important,Not very important,Very happy,6,Strongly disagree,Disagree,Married,Not asked,3,Quite a lot,Some respect,None,A religious person,Always justifiable,6,8,"Full time employee (30 hours a week or, more)",Yes,Male,1950,,"Incomplete secondary school:, university-preparatory type",19,White / Caucasian White,2006
79016,2005-2007,United States,Very important,Not at all important,Quite happy,7,Strongly disagree,Agree strongly,Divorced,Not asked,3,Not very much,Some respect,None,Not a religious person,Never justifiable,Never justifiable,5,Self employed,No,Female,1965,,"Complete secondary school: technical/, vocational type",17,White / Caucasian White,2006
79017,2005-2007,United States,Very important,Not very important,Quite happy,6,Disagree,Agree,Single/Never married,Not asked,2,Quite a lot,Some respect,None,Not a religious person,Always justifiable,8,Always justifiable,Self employed,Yes,Female,1977,,"Incomplete secondary school:, university-preparatory type",Missing; Not asked by the interviewer,White / Caucasian White,2006
79018,2005-2007,United States,Very important,Very important,Quite happy,9,Strongly disagree,Strongly disagree,Married,Not asked,4,Not very much,Not respect at all,Protestant,A religious person,Never justifiable,6,6,"Full time employee (30 hours a week or, more)",No,Female,1944,,"Incomplete secondary school:, university-preparatory type",19,White / Caucasian White,2006
79019,2005-2007,United States,Very important,Rather important,Very happy,7,Disagree,Agree strongly,Married,Not asked,6,Not very much,Some respect,Protestant,A religious person,2,Never justifiable,7,Retired/ pensioned,Yes,Male,1926,,Complete primary school,16,White / Caucasian White,2006
79020,2005-2007,United States,Very important,Very important,Quite happy,6,Disagree,Agree strongly,Widowed,Not asked,6,Quite a lot,Not much respect,Protestant,A religious person,Always justifiable,5,5,Retired/ pensioned,Yes,Female,1924,,"Incomplete secondary school:, university-preparatory type",18,White / Caucasian White,2006
79021,2005-2007,United States,Very important,Very important,Quite happy,6,Disagree,Agree,Married,Not asked,7,Quite a lot,Some respect,Protestant,A religious person,5,5,5,"Full time employee (30 hours a week or, more)",Yes,Male,1930,,"Complete secondary school:, university-preparatory type",22,White / Caucasian White,2006
79022,2005-2007,United States,Very important,Not very important,Very happy,9,Strongly disagree,Agree strongly,Married,Not asked,5,Quite a lot,Some respect,None,Not a religious person,8,2,3,Other,Yes,Male,1941,,"Incomplete secondary school: technical/, vocational type",16,White / Caucasian White,2006
79023,2005-2007,United States,Very important,Not at all important,Quite happy,6,Disagree,Agree,Divorced,Not asked,5,Quite a lot,Not much respect,No answer,A religious person,8,8,8,"Full time employee (30 hours a week or, more)",Yes,Female,1953,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
79024,2005-2007,United States,Very important,Very important,Quite happy,9,Strongly disagree,Agree strongly,Divorced,Not asked,3,Not very much,Not much respect,Other,A religious person,Always justifiable,5,7,Other,Yes,Female,1947,,"Complete secondary school: technical/, vocational type",35,Mixed races,2006
79025,2005-2007,United States,Very important,Very important,Not very happy,4,Agree,Agree strongly,Single/Never married,Not asked,Dissatisfied,Not very much,Some respect,Roman Catholic,A religious person,Never justifiable,2,3,Other,Yes,Male,1957,,"Incomplete secondary school:, university-preparatory type",18,White / Caucasian White,2006
79026,2005-2007,United States,Very important,No answer,Quite happy,7,Disagree,Agree,Single/Never married,Not asked,7,No answer,No answer,No answer,No answer,No answer,No answer,No answer,"Full time employee (30 hours a week or, more)",Dont know,Male,1977,,"Incomplete secondary school:, university-preparatory type",Missing; Not asked by the interviewer,Black African,2006
79027,2005-2007,United States,Very important,Very important,Quite happy,7,Agree,Agree,Single/Never married,Not asked,6,Not very much,"A lot of respect for individual human, rights",Protestant,A religious person,2,3,5,Self employed,No,Male,1980,,"Complete secondary school: technical/, vocational type",26,White / Caucasian White,2006
79028,2005-2007,United States,Very important,Very important,Very happy,9,Disagree,Agree strongly,Married,Not asked,9,Not very much,Some respect,Roman Catholic,A religious person,Never justifiable,Never justifiable,5,Retired/ pensioned,Yes,Male,1932,,"Incomplete secondary school:, university-preparatory type",25,White / Caucasian White,2006
79029,2005-2007,United States,Very important,Not very important,Quite happy,7,Strongly disagree,Agree strongly,Divorced,Not asked,9,Quite a lot,Some respect,None,A religious person,9,6,6,"Full time employee (30 hours a week or, more)",Yes,Male,1970,,"Complete secondary school: technical/, vocational type",18,White / Caucasian White,2006
79030,2005-2007,United States,Very important,Very important,Quite happy,7,Disagree,Agree,Widowed,Not asked,8,Quite a lot,"A lot of respect for individual human, rights",Protestant,A religious person,Never justifiable,Never justifiable,Never justifiable,Retired/ pensioned,Yes,Male,1915,,Complete primary school,14,White / Caucasian White,2006
79031,2005-2007,United States,Very important,Rather important,Quite happy,5,Disagree,Agree strongly,Divorced,Not asked,5,Quite a lot,Some respect,None,A religious person,5,5,5,"Full time employee (30 hours a week or, more)",Yes,Male,1940,,"Complete secondary school: technical/, vocational type",18,Other,2006
79032,2005-2007,United States,Very important,Very important,Quite happy,Satisfied,Strongly disagree,Agree strongly,Married,Not asked,Satisfied,A great deal,Some respect,Other,A religious person,5,6,5,"Full time employee (30 hours a week or, more)",Yes,Male,1983,,"Complete secondary school: technical/, vocational type",17,White / Caucasian White,2006
79033,2005-2007,United States,Very important,Very important,Quite happy,Satisfied,Disagree,Agree strongly,Divorced,Not asked,8,Quite a lot,Some respect,Protestant,A religious person,Never justifiable,Never justifiable,Never justifiable,Retired/ pensioned,Yes,Male,1932,,"Incomplete secondary school: technical/, vocational type",12,Black African,2006
79034,2005-2007,United States,Very important,Very important,Very happy,Satisfied,Disagree,Agree,Married,Not asked,Satisfied,Quite a lot,"A lot of respect for individual human, rights",Protestant,A religious person,5,5,5,Housewife not otherwise employed,No,Female,1944,,"Incomplete secondary school:, university-preparatory type",21,White / Caucasian White,2006
79035,2005-2007,United States,Very important,Rather important,Very happy,8,Disagree,Agree,Married,Not asked,5,No answer,"A lot of respect for individual human, rights",Protestant,A religious person,Never justifiable,8,9,Retired/ pensioned,No,Female,1921,,"Incomplete secondary school: technical/, vocational type",14,White / Caucasian White,2006
79036,2005-2007,United States,Very important,Very important,Quite happy,8,Agree,Agree strongly,Single/Never married,Not asked,4,Not very much,Some respect,Protestant,A religious person,2,Never justifiable,2,Other,No,Female,1988,,Complete primary school,22,White / Caucasian White,2006
79037,2005-2007,United States,Very important,Not at all important,Quite happy,8,Disagree,Disagree,Divorced,Not asked,6,Quite a lot,Some respect,None,A convinced atheist,8,Always justifiable,Always justifiable,Self employed,Yes,Male,1955,,"Complete secondary school:, university-preparatory type",27,White / Caucasian White,2006
79038,2005-2007,United States,Very important,Rather important,Not very happy,3,Agree,Agree,Widowed,Not asked,Dissatisfied,Not very much,"A lot of respect for individual human, rights",Protestant,A religious person,Never justifiable,5,5,Retired/ pensioned,Yes,Female,1926,,"Complete secondary school: technical/, vocational type",17,White / Caucasian White,2006
79039,2005-2007,United States,Very important,Rather important,Quite happy,8,Disagree,Agree,Married,Not asked,Satisfied,Quite a lot,Some respect,Roman Catholic,A religious person,7,2,5,Housewife not otherwise employed,No,Female,1954,,"Complete secondary school:, university-preparatory type",22,White / Caucasian White,2006
79040,2005-2007,United States,Very important,Not very important,Not very happy,4,Disagree,Agree,Divorced,Not asked,2,Not very much,Not much respect,None,Not a religious person,5,5,5,"Full time employee (30 hours a week or, more)",Yes,Male,1961,,"Complete secondary school: technical/, vocational type",17,White / Caucasian White,2006
79041,2005-2007,United States,Very important,Rather important,Very happy,8,Agree,Agree strongly,Married,Not asked,7,None at all,Some respect,Roman Catholic,A religious person,Never justifiable,Never justifiable,5,Housewife not otherwise employed,No,Female,1951,,"Incomplete secondary school:, university-preparatory type",21,White / Caucasian White,2006
